,reviewerID,reviewContent,rating,usefulCount,date,reviewerID,firstCount,reviewCount,Filtered
#NAME?,MI3wG3R12sQuTGdNvBBX3A,I normally only eat half of a burger. And I LOVE burgers. Crave them even. Still I can only manage to eat about half. And that's without the bun. Tom & Eddie's changed that. I ate the whole thing. Bun fries and milkshake. All of it. I'm not sure if it was the friendly staff that made my stomach such an inviting chasm. Or maybe it was just that gosh darn delicious. I'd have to say it was a combination the two. Parking was easy. The space was bright and cheery and clean. The people were genuinely pleasant - welcoming. The food was good. I was able to walk off some of the meal in the Yorktown Mall afterward. I had the Blue Chip Burger although I think I would have preferred some of the others instead. They all had scrumptious descriptions. Even though I somehow managed to devour all of my ,4,14,4/28/2012,MI3wG3R12sQuTGdNvBBX3A,20,313,0
#NAME?,OTTvZoUx5S61vtQ9_YuASA,This Panera always has slow service and my order has gotten messed up here more times than I can forgive. Seriously just put my soup in the bread bowl that I paid for! My other gripe with Panera in general (not just this location) is how they try to spin their food options as healthy. I'll never forget the day I saw how many calories are in some of the soups and sandwiches! The prices are also a little bit high for what you get in my opinion.,1,0,3/08/2011,OTTvZoUx5S61vtQ9_YuASA,32,187,0
#NAME?,UlWDGR0QrBbdFsVY6ugocw,I love me some Pepe's when I'm in Key West so much that I went twice during my most recent visit to the island. It's a completely unique experience that I'll try to successfully sum up in this review but it's 100% worthy of a visit during your trip and even if you're a local. Much like many other places I visit in the keys the atmosphere at Pepe's is so cool & cozy... it almost feels like you're in a tree house on their back patio. Seating is pretty limited but you're more than welcome to grab a drink at the bar while you wait and the most important thing to know about Pepe's is that every single one of their juices are fresh squeezed... they actually do it in front of you at the bar. I highly recommend the greyhound for the fresh grapefruit juice but if that sounds too sour literall,5,5,3/12/2012,UlWDGR0QrBbdFsVY6ugocw,42,451,0
#NAME?,Cu9HRGNj7EJH3bTA8xSwYQ,Titletown remains an obligatory stop for me every time that I am back in the land of cheese football and beer (all of which are at the forefront of Titletown's operations). First off the beer has always been consistently good with a solid offering of year-round housebrews (especially the alt and the red). I have also enjoyed a number of their seasonal creations as well. Additionally they offer up some solid dining choices that go at least a bit beyond standard pub grub (my preferences being the elk and bison burgers). The overall ambiance is comfortable and fairly unique given that it's in an old rail station (though trains still roll by about twenty feet away). Both the upstairs and downstairs bars are cozy and any place that has shuffle puck has an instant fan in this guy. Cheers (a,4,0,8/14/2012,Cu9HRGNj7EJH3bTA8xSwYQ,23,190,0
#NAME?,hqp-UAn5cyLAShRacUJ68g,Jiu Jitsu Muay Thai and boxing. Great place to train whether you want to compete learn an art or get into shape.,5,0,10/20/2011,hqp-UAn5cyLAShRacUJ68g,6,83,0
#NAME?,POAKZScwldLTMCtvezW5mA,This location always has lines a mile long (both car and pedestrian) but they are pretty fast with the service.  For good and cheap fast food -- and the burgers do look and taste like they're right off your backyard grill you can't beat Cookout!,4,1,1/08/2012,POAKZScwldLTMCtvezW5mA,88,632,0
#NAME?,QR8XFFHYU-X0epXOrDbrXw,$6 matinees?!  Who else can say that?? I came here with a friend for a movie on a Saturday night.  There was no line to buy tickets no line to buy drinks and we got to sit wherever we wanted in the theater!   The actual seats are really nice too!  Comfortable leather! My only gripe is about the bathroom.  There were only three stalls for about 1345 women.  (I assume Magic Mike just let out??) and it was a long wait! But overall it was nice clean and I will be back for a cheap flick!,4,3,7/10/2012,QR8XFFHYU-X0epXOrDbrXw,35,490,0
#NAME?,mq2OiQk-uPmvQ4rz5tooUg,GREAT store! Tons of inventory! Great Disney section! Can't wait to take my kids there...I'll know exactly where to go when I scrapbook the pictures! It is organized by theme - you have school/graduation Disney (as I stated above) travel and by holidays. Easy to find stuff!! And easy to realize that you've spent a good hour in there just browsing! I actually had a Groupon for this place and ended up spending all of that and MUCH MORE on great stuff.,4,3,7/23/2011,mq2OiQk-uPmvQ4rz5tooUg,7,84,0
#NAME?,pW9LvtC-hZ0PRAOUn7aZ2A,Just so-so wonderful! What a fun surprise to stop in and within seconds I was impressed! Not some junky shop but a shop that is clean well laid out and has beautiful antiques furniture that is in very good condition and at decent prices. I can not wait to go back and see more of what is new and unique. Cash only!,5,1,2/17/2012,pW9LvtC-hZ0PRAOUn7aZ2A,834,1463,0
#NAME?,c7_xsZYNs-_G6IceEW2WoA,Lala's has been redeemed!! I went last night with my sister after some post-Christmas shopping and we had the best time. We had a 7:30 reservation and were promptly seated and well-taken care of the entire night. We each started with a glass of wine - her a cab sav and me the Kesseler Pinot Noir - it was fabulous. Peppery but soft - a very good pinot. After perusing the menu we decided to start with a small Caesar salad - very garlic-y but extremely yummy - probably the best Caesar dressing I have ever had. We each ordered off the special menu - my sister got the white pizza with garlic and chicken and I got the peppercorn crusted sirloin with steak fries. My steak was cooked perfectly and the fries with the hollandaise-esque sauce were killer. Sampled my sister's pizza and it didn't disa,4,1,Update - 12/29/2011,c7_xsZYNs-_G6IceEW2WoA,1,111,0
-gIqF6HZv2sJ-7yWCUbbug,Z3vY6CM1aSJcyDMrFfhPIw,This is really a 4.75 star rating but since I had to choose between a 4 and a 5 I had to go with the 4. The overall experience at Acquerello is unbelievable the service is outstanding and the smaller size of the restaurant makes you feel as if everyone is personally attending to you (which isn't far from the truth). There are several of very good reviews Acquerello so i won't bore anyone with reiterated information but I would like to point out a few things that made this dining experience great. First their wine sommelier is great I know very little to nothing about Italian wines but he was able to take my descriptions of what I like in a Californian Pinot and select one of the best bottles I have ever had. Second the Parmesan Budino is amazing and you cannot come here without tr,4,0,2/26/2011,Z3vY6CM1aSJcyDMrFfhPIw,0,126,1
#NAME?,QnIrewrXxFnssw_gG1gF-Q,I'm in love. Absolutely madly in love with The Wormhole. It is my new favorite coffee shop! Everything about it is fantastic! If you love the 80s. you too will fall deep in love with The Wormhole. I've been wanting to go here for awhile and when I finally did I was anxious to see what an 80s coffee shop would be like and was kind of expecting to be let down. From the second I walked in and saw the DeLorean and all the cool 80s decor I knew things were going to be good. It is a very hipster type of shop it's in Wicker Park afterall but the workers are amazing. Hipsters I'm sure but the non pretentious type which is always refreshing. I went on their one year anniversary so I actually got a free cupcake! Awesome! And the cupcake was delicious. I'm having a hard time remembering exactly,5,1,8/08/2011,QnIrewrXxFnssw_gG1gF-Q,76,738,1
#NAME?,1wd0Xm7PebUxfexwLjHUtQ,The milkshakes here are absolotely the best.  They are so creamy-- not compared to other place where you get these liquidy shakes. I also like their place..its really nice and a fun place to hang out at.,5,0,11/14/2005,1wd0Xm7PebUxfexwLjHUtQ,473,612,0
#NAME?,47oIw-CN1guUKx2_vUdsgw,I loved loved LOVED this CMYE! The crisis nursery is one of those organizations that I've always wanted to help out with but I never really had the push to get started. Well this event was the perfect introduction! It was so much fun meeting and hanging out with other Yelpers as we helped the kids with crafts snacktime etc. At one point I got into a tickle war with two of the sweet little girls! I never thought I was good with kids but maybe there's hope for me! :) We also helped with organizing clothes etc. in the basement. It's a huge job and we only put a tiny little dent in it but every little bit counts right? Anyway thanks to Aimee for putting together such a wonderful event. I think the kids and adults really appreciated us all being there. And it was such a feel good thi,5,5,5/24/2011,47oIw-CN1guUKx2_vUdsgw,94,697,0
#NAME?,UuIr2WKA0gZRyRvWIlAduQ,How can you not like this place?!?! Beautiful. Period. This is by far the largest botanical garden I have ever seen. We didn't even see most of it and I was thoroughly impressed. They have amazing plants and flowers (obviously?) and landscaping incredible sculptures and art and fabulous waterfalls and fountains. They have a whole map full of different gardens to visit. There are plenty of paths to walk on benches to rest on picnic areas and educational buildings. We happened to be there during their harvest fest (or something of the sort) and we got to try all sorts of apples and apple related products. So good! They also have a few cafes to eat at and a tram that gives you a tour (costs some money) of the center. The only downfall is you have to pay $20 to park but you can walk or,5,4,10/16/2011,UuIr2WKA0gZRyRvWIlAduQ,70,587,0
